,mol_id,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
71600,gdb_71601,2.04221,1.9470900000000002,1.64893,1.8057,85.5,-0.2188,0.0831,0.3019,1018.7889,0.195237,-367.170823,-367.16250099999996,-367.16155699999996,-367.20300499999996,33.562,-2076.5760006329997,-2090.9070511751,-2103.354947208,-1927.407071189
71640,gdb_71641,3.01264,1.8537299999999999,1.59804,0.1919,84.28,-0.2361,0.0934,0.3295,947.3212,0.185308,-349.926952,-349.920096,-349.919152,-349.957529,29.904,-2072.4915445521,-2086.8545980531,-2098.709498081,-1929.3090509680999
71680,gdb_71681,2.68249,2.24068,1.65497,1.6584,80.66,-0.2196,0.0766,0.2963,898.2456,0.173995,-365.953122,-365.946535,-365.94559100000004,-365.98355,28.419,-1940.309283738,-1953.951956907,-1965.21386093,-1803.41066528
71720,gdb_71721,2.418,2.10785,1.81447,2.4433,66.58,-0.2234,0.0513,0.2747,841.8927,0.123964,-437.786929,-437.77970300000004,-437.778758,-437.81816,28.985,-1563.3552148029999,-1573.0414437271,-1581.930736221,-1453.1903622720001
71760,gdb_71761,3.41097,1.8681599999999998,1.5682,2.0619,69.58,-0.2397,0.0626,0.3023,864.7699,0.137891,-421.761525,-421.75530599999996,-421.754362,-421.791686,26.718000000000004,-1696.0181475110999,-1707.225458251,-1716.708374259,-1578.8044863831
71800,gdb_71801,3.79296,1.6937099999999998,1.53037,2.1838,69.27,-0.2404,0.07200000000000001,0.3125,882.8868,0.138434,-421.79236399999996,-421.786209,-421.78526500000004,-421.822429,26.746,-1715.3698975620998,-1726.617368878,-1736.100284886,-1598.09599557
71840,gdb_71841,2.4500599999999997,1.85326,1.5555299999999999,1.9466,73.48,-0.2223,0.0006,0.2228,941.2249,0.135269,-421.782947,-421.775324,-421.77438,-421.814429,30.674,-1709.460645309,-1719.7869334131,-1729.2698494210001,-1593.0759235701
71880,gdb_71881,2.9431700000000003,1.672,1.3119999999999998,1.0521,74.8,-0.2395,0.0689,0.3085,1013.2494,0.158324,-422.986145,-422.97821100000004,-422.977267,-423.017921,32.053000000000004,-1836.6265991771,-1848.53483747,-1859.2037454879999,-1707.0554033120002
71920,gdb_71921,2.52136,2.1358900000000003,1.4785700000000002,2.63,73.53,-0.2313,-0.0061,0.2252,920.3501,0.136541,-417.943057,-417.93579,-417.934846,-417.974465,28.738000000000003,-1649.0560014601,-1659.605055259,-1669.087971267,-1532.2646538891001
71960,gdb_71961,2.81485,1.8838400000000002,1.62374,2.4591,72.72,-0.2467,0.0762,0.32299999999999995,906.62,0.16226600000000002,-423.03388600000005,-423.02714100000003,-423.02619699999997,-423.064494,28.840999999999998,-1866.5845063461,-1879.2388528401002,-1889.9077608579998,-1736.2803799691
72000,gdb_72001,2.62742,1.61796,1.1715799999999998,3.5351,81.7,-0.2404,-0.016,0.2244,1085.5593,0.15898099999999998,-385.86005,-385.852006,-385.851062,-385.89241699999997,31.345,-1894.1767045851002,-1906.0165443971,-1916.685452415,-1765.2323902110998
72040,gdb_72041,2.42866,1.9155900000000001,1.5122799999999998,2.42,73.68,-0.2275,0.0744,0.3019,952.3207,0.16086199999999998,-423.025271,-423.01775999999995,-423.01681500000007,-423.056477,31.374000000000002,-1861.178516311,-1873.3521909110998,-1884.02047142,-1731.2496403160999
72080,gdb_72081,2.9843,1.66695,1.48793,3.5449,63.58,-0.2252,-0.0204,0.2049,903.2895,0.113372,-457.75813200000005,-457.751358,-457.750414,-457.78909100000004,27.256999999999998,-1557.5557766251002,-1566.6370868729998,-1574.934010871,-1453.957805779
72120,gdb_72121,2.33589,2.1956,1.69533,0.1304,85.73,-0.2278,0.02,0.2478,934.1147,0.185969,-349.954541,-349.94765099999995,-349.946707,-349.985105,30.127,-2089.803890353,-2104.1456085481,-2116.000508576,-1946.6132391520002
72160,gdb_72161,2.72738,1.97216,1.8171099999999998,2.0227,65.21,-0.2489,0.0638,0.3127,841.4429,0.138908,-458.94552699999997,-458.939354,-458.938409,-458.97565,26.747,-1674.8052057660998,-1686.040754411,-1695.52304291,-1557.311675624
72200,gdb_72201,3.2983300000000004,1.8522,1.6038700000000001,1.2819,77.39,-0.2215,0.0839,0.3054,911.9284,0.161141,-385.84960099999995,-385.84295099999997,-385.84200699999997,-385.880102,28.478,-1887.6198630441,-1900.3344504021,-1911.00335842,-1757.504616876
72240,gdb_72241,2.3460900000000002,1.68065,1.4576200000000001,1.0851,81.7,-0.2351,0.0816,0.3167,1044.6389,0.183495,-387.080414,-387.072098,-387.071154,-387.11262200000004,33.34,-2032.1144779470999,-2045.5607407991001,-2057.415640827,-1889.6994278701002
72280,gdb_72281,3.16365,1.5923,1.3428799999999999,1.1227,78.3,-0.2176,0.0879,0.3055,1027.1405,0.173034,-403.106511,-403.099003,-403.098059,-403.138009,30.575,-1899.8864089760998,-1912.950518847,-1924.21242287,-1763.403201476
72320,gdb_72321,3.05325,1.7001,1.34313,0.5879,88.06,-0.2191,0.0002,0.2193,1033.7731,0.184864,-349.92641299999997,-349.91900000000004,-349.918055,-349.957575,31.195,-2072.1533172011,-2086.1668481891,-2098.0211207079997,-1929.3379163820998
72360,gdb_72361,2.39051,1.87963,1.43011,1.3465,80.06,-0.2355,0.0177,0.2532,986.6487,0.160705,-385.91110699999996,-385.90351,-385.90256600000004,-385.943159,30.765,-1926.2154315981,-1938.335767933,-1949.004675951,-1797.073451889
72400,gdb_72401,2.9245200000000002,1.44639,1.33604,1.4996,84.61,-0.2335,0.0779,0.3114,1114.7313,0.206996,-388.32336000000004,-388.31485299999997,-388.31390899999997,-388.35553500000003,34.865,-2184.222659547,-2199.3261736681,-2212.367065706,-2028.415939901
72440,gdb_72441,2.3185700000000002,2.22763,1.54443,1.8894,77.06,-0.2358,0.0858,0.3216,941.0846,0.173582,-403.125902,-403.118806,-403.117861,-403.156789,30.07,-1912.0544359951,-1925.377079574,-1936.638356088,-1775.187820496
72480,gdb_72481,2.3677599999999996,1.6732099999999999,1.3891,0.0864,90.63,-0.2835,0.0745,0.358,1110.1236,0.233185,-352.401105,-352.39305099999996,-352.392106,-352.432782,34.404,-2369.341579601,-2386.5070882961,-2400.733344835,-2200.1074223729997
72520,gdb_72521,2.2772,1.8665900000000002,1.65582,2.7278,66.81,-0.2351,-0.0298,0.2053,925.3862,0.13664600000000002,-458.974732,-458.96706900000004,-458.966125,-459.00673499999994,29.183000000000003,-1693.1316061111,-1703.432166346,-1712.9150823539999,-1576.817792889
72560,gdb_72561,2.39368,2.00704,1.5263200000000001,3.5763,66.33,-0.2599,0.0078,0.2677,926.0669,0.13731600000000002,-459.02112400000004,-459.01381,-459.01286600000003,-459.05265499999996,28.721,-1722.2430036391,-1732.762564515,-1742.2454805231,-1605.6330061691
72600,gdb_72601,2.03333,1.82867,1.5741399999999999,0.1234,88.63,-0.2453,0.0911,0.3364,1059.7038,0.20581100000000002,-351.129615,-351.120878,-351.119934,-351.162082,35.428000000000004,-2199.321781105,-2214.2815956651,-2227.3224877029998,-2043.9543177591001
72640,gdb_72641,2.06163,1.9585700000000001,1.5833899999999999,2.3106,75.66,-0.2436,0.0055,0.2491,976.3583,0.158798,-423.026046,-423.017812,-423.016867,-423.058206,32.658,-1861.6648357861,-1873.3848213791,-1884.053101888,-1732.3346033771
72680,gdb_72681,2.28628,1.48855,1.46184,4.0221,76.49,-0.2586,0.0167,0.2753,1035.9445,0.147944,-401.945083,-401.936791,-401.935847,-401.977974,31.901,-1798.9315060381,-1809.7265433651,-1819.8024553779999,-1676.6933803471
72720,gdb_72721,2.56581,1.94698,1.53804,1.8966,81.92,-0.2303,0.0627,0.293,968.9166,0.18395699999999998,-386.977538,-386.970213,-386.969269,-387.0085,31.585,-1967.5588620629999,-1981.6269863339999,-1993.481886362,-1824.3619357720002
72760,gdb_72761,3.20589,1.47653,1.20564,4.6134,76.18,-0.2263,-0.0148,0.2115,1040.7444,0.138036,-418.017542,-418.010027,-418.00908300000003,-418.04918,29.916,-1695.796009325,-1706.1894408920998,-1715.6723569000003,-1579.1489888239998
72800,gdb_72801,2.5904700000000003,1.77731,1.3151,2.3631,72.43,-0.2414,0.0111,0.2525,1001.3831,0.149455,-439.077518,-439.069858,-439.06891399999995,-439.109312,30.255,-1745.3598076901,-1756.550803196,-1766.626715209,-1622.177280954
72840,gdb_72841,2.7475400000000003,1.59281,1.3125200000000001,4.7263,65.84,-0.2613,-0.0004,0.2609,991.4061,0.124556,-475.00426500000003,-474.996399,-474.995455,-475.037165,29.176,-1563.0596580641,-1572.343653719,-1581.233573722,-1453.6860943820002
72880,gdb_72881,3.12411,1.39965,1.1799899999999999,2.0941,79.06,-0.2386,0.0705,0.309,1118.2655,0.17085699999999998,-403.092377,-403.08412400000003,-403.08317999999997,-403.125087,32.376999999999995,-1891.01719677,-1903.613812436,-1914.875716459,-1755.2945301780999
72920,gdb_72921,2.49087,1.9611,1.5190299999999999,1.6002,80.35,-0.2416,0.0859,0.3274,975.3860000000001,0.18478,-387.05877200000003,-387.051496,-387.050551,-387.089848,30.829,-2018.5339281689999,-2032.6328003810997,-2044.4870729000002,-1875.4085379041
72960,gdb_72961,2.59595,1.51827,1.19015,1.9102,86.2,-0.2269,0.0437,0.2706,1126.3437,0.168604,-365.939383,-365.93005800000003,-365.929114,-365.972629,36.115,-1931.687937587,-1943.612491114,-1954.8743951370002,-1796.5576394910001
73000,gdb_73001,2.75278,1.4482700000000002,1.1649100000000001,1.9537,71.03,-0.2387,-0.0315,0.2071,1076.2165,0.134123,-458.93779000000006,-458.92931600000003,-458.92837199999997,-458.970498,32.510999999999996,-1669.9501686331,-1679.741819069,-1689.2247350771,-1554.0787492560999
73040,gdb_73041,3.23421,1.10523,0.9707899999999999,4.7249,80.67,-0.2571,0.0291,0.2863,1269.8951,0.158888,-382.040297,-382.031539,-382.030595,-382.074252,32.779,-1846.408209469,-1857.7993803461,-1868.468288364,-1718.1001892210998
73080,gdb_73081,2.4630799999999997,1.91618,1.3690799999999999,2.408,70.41,-0.2353,-0.0584,0.1769,947.163,0.125467,-437.88484900000003,-437.877399,-437.87645499999996,-437.916727,28.979,-1624.8008960829998,-1634.3465629910997,-1643.236482994,-1515.042041875
73120,gdb_73121,2.28815,1.7279,1.5194299999999998,0.2301,87.5,-0.2566,0.0822,0.3388,1054.9403,0.20804899999999998,-351.150962,-351.14297999999997,-351.14203599999996,-351.182789,33.343,-2212.7172157279997,-2228.1507995831,-2241.1916916210002,-2056.9481466221
73160,gdb_73161,2.67327,1.60269,1.35817,1.1962,71.41,-0.2472,0.0443,0.2915,1005.3412,0.147729,-439.01387,-439.006004,-439.00505999999996,-439.046071,30.895,-1705.4201148581,-1716.4818435101001,-1726.557755523,-1582.492984285
73200,gdb_73201,2.38626,1.57057,1.40483,3.823,68.43,-0.2461,-0.0312,0.2149,1004.8339,0.134007,-458.927837,-458.919522,-458.918578,-458.96113899999995,30.89,-1663.7045715560998,-1673.595995923,-1683.078911931,-1548.2058925251001
73240,gdb_73241,2.21302,1.92078,1.4502700000000002,3.2178,67.17,-0.2628,-0.0004,0.2625,961.6456,0.136945,-458.995591,-458.987913,-458.98696900000004,-459.027795,29.55,-1706.2208163420999,-1716.5119639421,-1725.99487995,-1590.0331324291
73280,gdb_73281,2.3317799999999997,1.6751099999999999,1.34951,1.4252,77.51,-0.2405,0.0774,0.3179,1059.5146,0.184343,-424.22119000000004,-424.21312300000005,-424.212179,-424.253262,32.637,-1983.7768321679998,-1997.3787172520001,-2009.23361728,-1841.020417195
73320,gdb_73321,3.09408,1.95005,1.43387,1.4126,79.28,-0.2357,0.0831,0.3188,944.2697,0.160431,-385.80378199999996,-385.796916,-385.795972,-385.834474,28.980999999999998,-1858.8680281731,-1871.4470735870002,-1882.115981605,-1728.872636224
73360,gdb_73361,2.4943,1.99026,1.59276,2.6178,72.94,-0.222,0.0818,0.3038,930.2617,0.16104200000000002,-423.010282,-423.003058,-423.00211399999995,-423.0416,29.288,-1851.7727839101,-1864.126553593,-1874.795461611,-1721.914188923
73400,gdb_73401,2.63349,2.0013,1.49822,1.5955,73.54,-0.2196,0.0749,0.2945,934.8124,0.16123800000000002,-423.00454400000007,-422.99747,-422.99652599999996,-423.035567,29.035999999999998,-1848.1721372681,-1860.6200333011,-1871.2889413189998,-1718.1284271260001
73440,gdb_73441,2.9253299999999998,1.9083299999999999,1.49902,1.2195,78.97,-0.2108,0.0161,0.2269,941.9885,0.161222,-385.88801,-385.88094900000004,-385.880005,-385.918947,29.366,-1911.7218562251,-1924.178537384,-1934.8474454020002,-1781.880203981
73480,gdb_73481,2.5072799999999997,2.17983,1.55784,1.2551,73.0,-0.2328,0.0869,0.3197,913.6814,0.161711,-423.00782599999997,-423.00102000000004,-423.000076,-423.038516,28.643,-1850.2316218060998,-1862.8476902510001,-1873.516598269,-1719.978951167
73520,gdb_73521,2.71906,1.68215,1.34875,0.3936,91.59,-0.2052,-0.0105,0.1947,1048.5743,0.184846,-349.98604900000004,-349.97835299999997,-349.97740899999997,-350.01755299999996,31.934,-2109.575443925,-2123.4113898661,-2135.266289894,-1966.9746511841001
73560,gdb_73561,2.79008,1.70488,1.34953,1.7747,76.46,-0.2149,0.0317,0.2466,1006.5403,0.16202,-419.2308,-419.222821,-419.221877,-419.262878,31.438000000000002,-1829.2747037329998,-1841.1540766121,-1851.82298463,-1699.5328254201002
73600,gdb_73601,2.32291,1.60995,1.31161,1.4832,81.84,-0.2218,0.0454,0.2671,1075.0113,0.15853299999999998,-385.852799,-385.84414100000004,-385.84319700000003,-385.885727,33.381,-1889.6266368261,-1901.081186112,-1911.75009413,-1761.034355001
73640,gdb_73641,2.41701,1.61189,1.38824,2.9528,74.87,-0.2364,-0.0221,0.2143,1032.505,0.15923299999999999,-423.045004,-423.036731,-423.035787,-423.078064,31.441999999999997,-1873.5611514081,-1885.25666415,-1895.925572168,-1744.795677099
73680,gdb_73681,2.12262,1.9392099999999999,1.47082,1.4012,76.68,-0.2436,0.0765,0.3201,1021.0541,0.184349,-424.253575,-424.24544699999996,-424.24450199999995,-424.286398,31.855999999999998,-2004.0987111330999,-2017.6623181681,-2029.5165906871,-1861.8135554191
73720,gdb_73721,2.62207,1.91587,1.4124700000000001,0.5576,77.97,-0.2287,0.0873,0.316,987.4681,0.173177,-403.112702,-403.10523900000004,-403.10429500000004,-403.144064,30.456,-1903.7713171951002,-1916.8636649710002,-1928.1255689939999,-1767.2027684710001
73760,gdb_73761,2.32685,1.6491,0.97675,6.3354,75.24,-0.2324,-0.0838,0.1486,1162.9288,0.122628,-437.957992,-437.948693,-437.94774900000004,-437.992754,32.476,-1670.6987868701,-1679.084189637,-1687.97410964,-1562.749668618
73800,gdb_73801,2.3614599999999997,1.3471899999999999,1.03109,4.2155,86.48,-0.2417,0.0104,0.2521,1245.7031,0.170853,-366.061546,-366.05208500000003,-366.05114100000003,-366.095913,34.583,-2008.3463195541,-2020.1855318571,-2031.44743588,-1873.9194590471
73840,gdb_73841,2.2521,1.72036,1.30872,0.1957,91.13,-0.2111,0.0374,0.2485,1124.9112,0.207956,-351.18747,-351.178929,-351.17798500000004,-351.220053,34.131,-2235.6263143001,-2250.7091206241003,-2263.7500126620002,-2080.3316419981
73880,gdb_73881,2.2160599999999997,1.74059,0.9809200000000001,9.2898,69.27,-0.2439,-0.054000000000000006,0.1898,1108.4087,0.10032100000000001,-473.88612300000005,-473.8777,-473.87675599999994,-473.919431,29.75,-1489.2671097,-1496.424477354,-1504.1284053470001,-1393.5205314620002
73920,gdb_73921,2.58602,1.4582,1.01304,3.9017,82.41,-0.2308,-0.0578,0.17300000000000001,1172.0645,0.147589,-401.949505,-401.94125,-401.940306,-401.982368,30.963,-1801.706350836,-1812.5246059960998,-1822.6005180089999,-1679.4506548929999
73960,gdb_73961,2.24823,1.49397,0.9329299999999999,4.1218,81.66,-0.2435,-0.0541,0.1894,1245.5373,0.159077,-423.05268499999994,-423.04389000000003,-423.042946,-423.08623600000004,32.471,-1878.3810480370998,-1889.749001081,-1900.4179090989999,-1749.923680647
74000,gdb_74001,2.7910000000000004,1.9193900000000002,1.4671100000000001,0.9561,82.21,-0.2122,-0.004,0.2082,956.3037,0.160154,-385.834739,-385.827527,-385.826582,-385.866031,29.384,-1878.2938242860998,-1890.655751586,-1901.324032095,-1748.6749377371
74040,gdb_74041,2.57908,1.49508,1.0100799999999999,0.2143,93.13,-0.2129,0.032,0.2449,1255.1456,0.20823000000000003,-351.196235,-351.187674,-351.18672999999995,-351.229269,33.659,-2241.126430685,-2256.1966868291,-2269.237578867,-2086.114764942
74080,gdb_74081,2.9492599999999998,1.35408,1.0133,4.0303,84.7,-0.2321,-0.0358,0.1962,1208.8541,0.1593,-385.931948,-385.923523,-385.922579,-385.964958,32.231,-1939.2933466670002,-1950.89410555,-1961.5630135679999,-1810.7525205801
74120,gdb_74121,2.51372,1.79834,1.14161,6.1767,76.53,-0.2208,-0.006,0.2149,1048.8542,0.138677,-418.03761099999997,-418.030029,-418.029085,-418.06951499999997,29.674,-1708.3894874460998,-1718.74087591,-1728.223791918,-1591.9093843389999
74160,gdb_74161,2.55661,1.43051,0.9990399999999999,3.6446,80.97,-0.2484,-0.0297,0.2187,1174.7187,0.12316500000000001,-400.741815,-400.733311,-400.732366,-400.775033,31.629,-1671.72162654,-1680.6065264710999,-1689.495818965,-1563.0596580641
74200,gdb_74201,2.78167,1.38638,0.95416,0.7376,78.36,-0.2526,-0.0885,0.1641,1191.5648,0.13578900000000002,-421.893078,-421.884694,-421.88375,-421.9264,30.951999999999998,-1778.5688389881,-1788.4175927431,-1797.9005087510998,-1663.338733809
74240,gdb_74241,2.88108,1.31735,0.90512,11.8653,80.5,-0.16,-0.0103,0.1497,1191.8951,0.102266,-429.057315,-429.04879800000003,-429.04785400000003,-429.09034800000006,31.55,-1411.617263513,-1418.715017812,-1426.418945805,-1315.23376364
74280,gdb_74281,2.46263,1.31938,1.08259,1.2416,89.27,-0.2332,0.0283,0.2615,1276.1914,0.204724,-388.317735,-388.30807799999997,-388.30713399999996,-388.35141600000003,37.63,-2180.6929214221,-2195.0748001931,-2208.115692231,-2025.83123033
74320,gdb_74321,3.21603,0.93986,0.76078,0.9939,91.89,-0.2283,0.0299,0.2581,1531.0794,0.181551,-349.946993,-349.937479,-349.936534,-349.981577,35.769,-2085.0674524211,-2097.7625870001,-2109.6168595189997,-1944.3993874001
74360,gdb_74361,3.9989800000000004,0.8896,0.7611899999999999,4.2933,71.05,-0.2309,-0.0148,0.2161,1433.6911,0.136155,-455.176844,-455.16792999999996,-455.166986,-455.212364,31.434,-1659.08359528,-1668.5985142470001,-1678.081430255,-1544.616541045
74400,gdb_74401,2.74133,1.48997,1.1519,1.3147,84.37,-0.2155,0.0212,0.2368,1153.9323,0.181008,-387.07257599999997,-387.06348399999996,-387.06254,-387.105485,35.917,-2027.1960624051,-2040.1553782731,-2052.010278301,-1885.2208961371
74440,gdb_74441,2.79992,1.52673,1.28273,1.4144,83.59,-0.2304,0.0187,0.2491,1101.7593,0.183326,-387.103442,-387.095193,-387.09424900000005,-387.135598,33.135,-2046.564755199,-2060.0530611541,-2071.9079611820002,-1904.1170746541
74480,gdb_74481,3.18319,1.23414,0.96801,3.3965,86.03,-0.2329,-0.037000000000000005,0.1959,1250.7043,0.15886199999999998,-385.92787999999996,-385.919267,-385.91832200000005,-385.961364,32.614000000000004,-1936.7406400551001,-1948.2234272460998,-1958.891707755,-1808.4972532341
74520,gdb_74521,4.06902,1.10896,1.02342,0.9567,81.17,-0.2355,0.0287,0.2642,1253.9897,0.17162,-403.169624,-403.161063,-403.160119,-403.203596,32.03,-1939.490384493,-1951.8937273871,-1963.15563141,-1804.559634259
74560,gdb_74561,2.44571,1.55338,1.25006,3.9881,81.42,-0.2367,0.0047,0.2414,1078.479,0.1486,-364.83727700000003,-364.82920099999996,-364.828257,-364.869898,30.934,-1867.958123547,-1878.8893303271,-1888.96524234,-1745.8065940981
74600,gdb_74601,3.2717,1.7879900000000002,1.3612,0.3987,84.99,-0.2074,0.0131,0.2204,984.2183,0.160377,-348.653623,-348.646745,-348.645801,-348.684469,28.889,-1901.317757005,-1913.8898998201,-1924.558807838,-1771.675025114
74640,gdb_74641,4.35491,1.42804,1.31823,1.5073,73.43,-0.2281,0.0461,0.2743,986.5811,0.138655,-417.942209,-417.93552400000004,-417.93458,-417.972819,28.211,-1648.523873828,-1659.438137865,-1668.921053873,-1531.231774075
74680,gdb_74681,3.55816,1.41619,1.20044,1.3906,77.1,-0.2402,0.0139,0.2541,1075.9027,0.149763,-401.992311,-401.984793,-401.983849,-402.02449900000005,28.959,-1828.56750109,-1839.8482303831,-1849.924142396,-1705.888236572
74720,gdb_74721,2.4670799999999997,1.7156799999999999,1.20543,0.4205,87.61,-0.2191,0.0183,0.2374,1080.2854,0.158861,-348.69843,-348.690224,-348.68928,-348.730747,32.851,-1929.4345527679998,-1941.1733636310998,-1951.842271649,-1800.7148866160999
74760,gdb_74761,2.97499,1.4600899999999999,1.2768700000000002,1.9164,80.58,-0.2205,0.009000000000000001,0.2295,1082.3359,0.158898,-385.825105,-385.817275,-385.816331,-385.857105,31.316999999999997,-1872.2484025801,-1884.222529318,-1894.891437336,-1743.073792403
74800,gdb_74801,2.68839,1.58915,1.14592,3.0393,82.44,-0.2336,-0.044000000000000004,0.1896,1120.4822,0.158672,-385.92744500000003,-385.91864300000003,-385.917699,-385.96068399999996,33.122,-1936.46767364,-1947.8318616301,-1958.500769648,-1808.0705471141
74840,gdb_74841,2.48495,1.8017900000000002,1.1489200000000002,2.4871,71.25,-0.2577,-0.0146,0.2432,1047.6635,0.124774,-437.93194500000004,-437.924304,-437.92335999999995,-437.964168,28.976999999999997,-1654.3540599470002,-1663.7798726360998,-1672.669792639,-1544.811696344
74880,gdb_74881,2.85695,1.71678,1.2317200000000001,3.2445,73.74,-0.2487,-0.0126,0.2361,1019.737,0.136255,-421.797401,-421.790049,-421.789105,-421.829045,28.888,-1718.530660395,-1729.0270034379998,-1738.5099194461,-1602.247595114
